SKU|User|Title|Content|Points|Status|Comment|Date of Review
E1048247|Ms_Granger|Slytherin und Ravenclaw Umhang?|So far, I have only seen the cloaks for Gryffindor and Hufflepuff for adults. Are there none for Ravenclaw and Slytherin, or are they just sold out? I thank you in advance for your answer and wish the entire team a very merry Advent season and happy Christmas :)|3.0|1|"Hello Ms_Granger,
the Ravenclaw robe should be back with us in 2 weeks.
Best wishes from the Elvenwood. :)"|2020-12-21 10:56:10
E1064819|Lara|Auch für Damen?|"Hello, I really like the T-shirt. Can I also wear it myself? I usually wear size S. Stupid question: There is also size S. Is that then like ""men's size S"" or is S the same for both men and women?  Best regards, Lara:)"|5.0|1|"Hello Lara,

of course you can also wear the shirt. However, with this shirt it would be a ""men's S"". Unlike most women's shirts, this one is not tailored but straight-cut. Personally, I also wear a women's S and like to wear men's S shirts. They then fit a bit looser. Otherwise, I tuck them into my pants or tie them a little at the back if I want them to fit closer. I hope I was able to help you.

Best regards from the Elbenwald."|2020-12-21 22:30:00
E1011317|Helena Weasley|Frage....|Is the medallion from the cave still in stock?|5.0|1|"Hello Helena Weasley,
yes, it is back in stock (E1011317).
Best wishes from the Elven Forest. :)"|2020-12-21 23:03:04
E1023127|Sauron|Frage|When will the sword be available again?|5.0|1|"Hello Sauron,
the sword is now available again.
Best regards from the Elvenwood"|2020-12-22 09:57:17
E1011390|Ingrid|Viel zu zerbrechlich|A very beautiful wand, which is unfortunately much too fragile. I had it in my hand only a few times, otherwise it was only stored in the shelf. The last time I held it in my hand, it fell from a low height onto the parquet floor and broke into four pieces. Unfortunately, it is only suitable as a display item. In my opinion, this should be clear from the product description. Quite disappointed and sad...|3.0|1|"Hello Ingrid,
this is really sad. The Elder Wand has no iron core inside like all the other wands. Because of this, it is actually more fragile than the others.
Best wishes from the Elvenwood"|2020-12-22 22:54:01
E1023127|Felix |Gravur in der klinge?|"I've been thinking for a long time about buying such a decorative sword. However, I've noticed that some are replicas with ""The Hobbit"" or ""The Lord of the Rings"" engraved on the blade, which has so far prevented me from making a purchase because I don't find that very appealing. Is that the case with this product as well? Unfortunately, it's not discernible from the images."|5.0|1|"Hello Felix,
yes, we also have this engraving, as it allows one to recognize that it is a licensed brand product. However, the engraving is located on the back and faces the wall when you place it on the wall mount.
Best regards from the Elbenwald"|2020-12-23 15:40:32
E1063556|Jana|Etwas enttäuscht |I can only agree with Nadine. I was actually really looking forward to the table lamp, but I was more disappointed than happy. The bottles look very cheap, and the stickers seem carelessly designed. Unfortunately, the lamp doesn't look very nice in the dark either, as the bottles appear scratched to me. Overall, it's disappointing. The price-performance ratio would be appropriate at a maximum of €14.99, not higher! It's a shame, as there are really many great things otherwise.|2.0|1|Hi Jana, we honestly apologize that you are not satisfied with the quality. Please write us an email to our customer support. Together we will surely find a solution. :-) Best regards from the Elbenwald!|2020-12-24 19:06:19
E1063553|Elbenwaldfan|Ich habe Mist gebaut|Dear elbenwald Team, I find this product very good, I received it today. But I cannot log in with the code in the app because it says that the product is already being used on another phone. Would it be possible for you to give me a new code?|5.0|1|"Hello Elbenwaldfan,

We sincerely apologize that the code no longer works. This should not have happened. Please send us an email to our <a href=""https://www.elbenwald.de/Kontaktformular"" target=""_blank"">customer support</a>. Together, we will surely find a solution. :-)

Best regards from Elbenwald!"|2020-12-24 23:07:28
E1016139|T3000|Wandhalterung?|So first of all, the wand is simply amazing. But unfortunately, the corresponding wall mount is not available in the shop. The one where you can attach the metal nameplates. Will it be available again or is it completely off the market?|5.0|1|"Hello T3000,
they are currently sold out, but have already been reordered. The wall mounts should be available again around mid-February.
Best wishes from the Elbenwald. :)"|2020-12-25 00:30:53
E1056158|Hanna|Schwarzdorn|This wand originally belonged to Bellatrix (Harry Potter and the Half-Blood Prince), which is why I wonder why her name isn't on the label.|5.0|1|Hi Hanna, the Blackthorn wand looks very similar to Bellatrix's curved wand, but they are actually two different wands. Ron acquired this one in the seventh book by taking it from a Snatcher. He later gave it to Harry after his own wand was destroyed in Godric's Hollow. :-) Best wishes from the Elvenwood!|2020-12-25 01:48:11
E1056708|Beate|Defekt|Unfortunately, there is a spring missing in the battery compartment. Sad, because it had been bought as a Christmas present....big disappointment. Now it can't light up and returning it isn't possible either...I already bought it in November.|3.0|1|"Hi Beate, we are truly sorry about that. Please send us an email to our <a href=""https://www.elbenwald.de/Kontaktformular"">customer support</a>. I'm sure we can find a solution to the problem! :-) Best wishes from Elbenwald!"|2020-12-25 08:48:43
E1001823|Newt Scamander|Super|I received this pen for Christmas and think it's really great as decoration but also for writing. However, I still have a question: Can you fill the ink for writing into the holder? Because when I dip it into the ink bottle, the entire grip is full of ink.|5.0|1|"Hi Newt,
unfortunately, you can't fill the ink directly into the pen itself. You dip the pen classically into the inkwell. :-) Best wishes from the Elvenwood!"|2020-12-25 12:19:40
E1039840|Alex|Tolles T-Shirt.. ABER|"The T-shirt itself is great! Unfortunately, it runs really, really small. I bought it as a gift for a friend, but unfortunately, the T-shirt doesn't fit her.
It would be great if it could be noted in the description or even the title that it runs very small."|3.0|1|"Hi Alex, it's really a shame that the shirt doesn't fit. :-( Feel free to send us an email to our <a href=""https://www.elbenwald.de/Kontaktformular"">customer service</a>. My colleagues will be happy to help you with the exchange. Best wishes from Elbenwald!"|2020-12-25 12:52:33
E1051216|Verena Seifert|Kaputt geliefert|The lamp won't charge, so it doesn't turn on when touched. I didn't expect this, it was a Christmas gift and I only checked it for appearance. Now it's probably too late to return it.|1.0|1|"Hi Verena, we are truly sorry about that. Please send us an email to our <a href=""https://www.elbenwald.de/Kontaktformular"">customer support</a>. My colleagues will be happy to help you with the exchange. Best wishes from Elbenwald!"|2020-12-25 14:08:45
E1063603|Gerhard|Haben sich die Körpermaße der Europäer geändert?|I definitely already have over 10 college jackets in this style, Deadpool.....GCPD......Thanos etc., all in XL. At 190cm in height, they are all long enough in the sleeves and fit nicely at the waist. But what was produced here????...... the sleeves are too short and saggy wide at the waist......is this a joke??????? Try the piece on in the warehouse yourself and you'll be amazed at the terrible cut. I received them for Christmas and am very disappointed.|1.0|1|Hi Gerhard, we honestly regret that you are disappointed. This should not have happened. Please send us an email to our customer support. Together we will surely find a quick solution! :-) Best regards from the Elbenwald!|2020-12-25 21:09:21
E1047198|Claudia|Flügel|Such a beautiful owl.. Junior is in love.. will the wings stay on like that.. or do you have to untie the ribbon? l. g.|5.0|1|Hi Claudia, whether you untie the ribbons or not is entirely up to you. :-) Best wishes from the Elbenwald!|2020-12-25 21:12:55
E1003197|Rouven |Schöner Fanartikel aber absolut nicht gerechtfertigt für den Preis...|For just under €150, I expect a clean, well-made, and yet high-quality piece of jewelry. The box is completely made of plastic, the outer rings have occasional scratches, the lettering is not printed in high-quality, and the inner ring does not rotate. Probably sterling silver, but for that price, I definitely expected better quality, to be honest.|1.0|1|"Hi Rouven, your criticism is absolutely justified. We honestly regret that your time machine has such flaws. Please send us an email to our <a href=""https://www.elbenwald.de/Kontaktformular"">customer support</a>. My colleagues will be happy to assist you with the exchange. Best regards from Elbenwald!"|2020-12-27 00:13:47
E1005729|Helena Weasley|Sieht schön aus aber mehr auch nicht|"The ring and the presentation box are visually very beautiful, however, there are some flaws. Firstly, the stone is made of plastic, which is not so bad. What is more of an issue is that the holder to which the ring should be securely attached is loose on me. So much so that the ring almost falls out. This means it belongs on the shelf, but you should also leave it there. Therefore, I have a few minus points. I don't know if this holder is only of poor quality in my case or if this is a general problem.

Best regards,
Helena Weasley"|3.0|1|"Hi Helena, it sounds like the holder has a defect. You can feel free to send us a message through our <a href=""https://www.elbenwald.de/Kontaktformular"">customer support</a> and then we'll see together what we can do. There will certainly be a solution. :-) Best regards from Elbenwald!"|2020-12-27 17:42:54
E1047034|Stephanie |Frage|I am 1.62 meters tall and I wanted to ask if S or M would be better?|5.0|1|"Hi Stephanie, I'm sure both sizes will look great on you. The cloak in size M is a bit longer than the size S. Maybe that will help you with your decision. You can also just go ahead and order both sizes and see which cloak you like more. You can return the excess within Germany to us for free <a href=""https://www.elbenwald.de/Rueckgabe"">here</a>. :-) Best wishes from Elbenwald!"|2020-12-28 22:26:50
E1052147|Hermione Malfoy|Frage an den Elbenwald|"I have a question. When is the time turner expected to be back in stock? I would be very happy to receive an answer.
Best regards
Hermione ;)"|5.0|1|Hi Hermione, maybe you've already seen it. The Time-Turner is available again. :-) Best wishes from the Elvenwood!|2020-12-29 17:44:45
E1064126|Tsuki|Frage:|Is the katana made of real steel or other materials that are approved for cosplay?|5.0|1|Hi Tsuki, the blade of the sword is made of carbon steel, the handle is made of metal and synthetic leather, and the scabbard is made of plastic. :-) Best wishes from the Elvenwood!|2020-12-29 20:44:31
E1055552|Helena|Frage|Can you also wear the chain while swimming / showering?|4.0|1|Hi Helena, we recommend removing the necklace when swimming and showering. This will protect the material and keep the necklace shiny for a long time. Best wishes from the Elbenwald!|2020-12-30 12:53:15
E1031694|Helena Ravenclaw|Frage zur Verfügbarkeit |Has the tiara already been reordered? When can we expect it to be available again?|4.0|1|Hi Helena, we have already reordered the tiara and it should be available again by the end of January. :-) Best wishes from the Elvenwood!|2020-12-30 12:55:33
E1031393|Jana W.|Gryffendor Sweater|I wanted to order this sweater but as a Gryffindor sweater.Rawenclaw; Hufflepuff and Slytherin are available but not Gryffindor.Where can I find it?|5.0|1|"Hello Jana W.,
do you mean this one <a href=""https://www.elbenwald.de/Harry-Potter/Harry-Potter-Quidditch-Gryffindor-Sweater-p.html"" target=""_blank"">Harry Potter - Quidditch Gryffindor Sweater (E1025580)</a>?
Best regards from Elbenwald"|2020-12-30 22:18:40
E1062311|Nadja|Ein Schirm sie zu Knechten...|"Beautiful umbrella. Perfect for all Lord of the Rings fans! Unfortunately, the spring and slider do not work properly (not pronounced enough) - the umbrella does not stay open. 
(As a Christmas gift, return/exchange is unfortunately not possible)"|4.0|1|"Hi Nadja,
that's really a shame, it shouldn't be like this. You can feel free to send us a message through our <a href=""https://www.elbenwald.de/Kontaktformular"" target=""_blank"">customer support</a> and then we'll look together at what we can do. There will certainly be a solution. :-)
Best regards from Elbenwald!"|2020-12-30 22:46:29
E1040043|jule|frage|Hello, my best friend has an upcoming birthday and is the biggest Harry Potter fan. I don't know much about it, so I wanted to ask you. Is this bag a good gift, or would a 9 3/4 bag be better? (She is a Ravenclaw) Please help me.|5.0|1|"Hey Jule, both bags are a great choice for a gift. If your friend is a Ravenclaw, I can also recommend our <a href=""https://www.elbenwald.de/Harry-Potter/Harry-Potter-Ravenclaw-Shopper-Tasche-zum-Wenden-p.html?c=10036"">Ravenclaw Jute Bag</a>. :-) Best wishes from Elbenwald!"|2020-12-31 18:04:37
E1063821|Lara-Sophie|Nachbestellungen|"Hello! First of all, happy new year :) 
My best friend received these pants for Christmas and I think they are so great!! Unfortunately, my size is sold out and I would also like to get them :) when will they be back in stock in size L? :)
Best regards."|5.0|1|Hi Lara-Sophie, we have already reordered the pants in size L and they should be available again by the end of January. :-) Best wishes from Elbenwald!|2021-01-01 13:04:20
E1060170|MCU-Girl|Material? |What kind of hammer is the piggy bank made of?|5.0|1|Hi MCU-Girl, the hammer is made of plastic. Best wishes from the Elven Forest!|2021-01-01 14:32:29
E1064234|Käpt'n|Mangel in der Qualität|Poor quality, very thin fabric. I had only worn the T-shirt for 30 minutes and there was already a hole in the fabric.|1.0|1|"Ahoy Captain, we honestly regret that this should not have happened. Please write us an email to our <a href=""https://www.elbenwald.de/Kontaktformular"">customer support</a>. Together, we will surely find a quick solution. :-) Best regards from Elbenwald!"|2021-01-02 12:11:25
E1052338|Johannes|Sehr stylische Jacke ohne Haltbarkeit|I ordered the jacket and when it arrived, I was totally thrilled with the design. The look is great and it fit perfectly. Unfortunately, then came the big disappointment. After the first wash at 30 degrees (the tag in the jacket recommends washing at 30 degrees), ugly holes and cracks already appeared in the large, wide white stripes that extend across both sleeves. The material that looks like leather is so cheap that it can't even withstand one wash. I do not recommend buying it, especially since 50€ is far too much for it. I paid about 27€ for the jacket during a promotion, but I am still very disappointed.|2.0|1|"Hi Johannes, we honestly regret that this should not have happened. Please send us an email to our <a href=""https://www.elbenwald.de/Kontaktformular"">customer support</a>. Together, we will surely find a quick solution. :-) 
Best regards from Elbenwald!"|2021-01-03 11:04:03
E1061546|Gaby|Anfangs top|Initially, the bracelet was quite nice to look at, but unfortunately, it starts to rust after about 4 weeks. And this despite the fact that it was NOT exposed to any water. Returning it is now unfortunately no longer an option. WHAT A SHAME!|3.0|1|"Hi Gaby, we are truly sorry that this should not have happened. Please still send us an email to our <a href=""https://www.elbenwald.de/Kontaktformular"">customer support</a>. Together, we will surely find a solution. :-) 
Best regards from Elbenwald!"|2021-01-03 13:18:13
E1016169|Zauberstab-fan|Frage... |"Um, I would like to know why this wand is not available in the Ollivander Edition... I personally find that these boxes look a bit nicer and are more faithful to the film. I know that some wands are not available in the Ollivander Edition, but I wanted to ask if it will ever be available.

Thanks in advance,

Your wand fan?"|5.0|1|"Hello wand fan,
actually, we only have Ginny's wand in the blister and character edition. We have never carried the Ollivander edition of Ginny's wand in the past either.
Best wishes from the Elven Forest. :)"|2021-01-03 20:02:18
E1001622|Zauberstab-fan|Frage... |Are these spells the same as in the boxes? Or are they also slightly modified? Looking forward to your answers!|5.0|1|"Hello wand fan,
yes, the wands in the blister packs are the same as those in the character or Ollivander packaging.
Best wishes from the elven forest"|2021-01-03 20:04:38
E1037661|Julian|XL?|Hi, will the hoodie be restocked in XL? Or is it available if ordered through the catalog? Best regards.|5.0|1|Hi Julian, unfortunately, the hoodie in size XL is completely sold out and won't be restocked. I'm really sorry. :-( Best wishes from the Elven Forest!|2021-01-04 01:55:46
E1037466|Linnea|Welche Größe|I would like to order the sweater, but I'm not sure which size to choose. I am 1.55 meters tall. Can someone help me? Thank you in advance.|5.0|1|Hi Linnea, I recommend the size S. :-) Best wishes from the Elven Forest!|2021-01-04 16:48:54
E1040310|Carsten Überschär|Leider sehr enttäuschend..|"After a day of sluggishness, the closure came off the band. This suggests that it was unfortunately only poorly and cheaply glued.

Really, very, very disappointing.
I had a severely disappointed fan sitting at home.

From me, only 1 star."|1.0|1|"Hi Carsten, we are really very sorry about that. Please write us an email to our <a href=""https://www.elbenwald.de/Kontaktformular"">customer support.</a> Our helper elves certainly already have a solution ready. Best wishes from Elbenwald!"|2021-01-04 17:17:02
E1039295|Teresa|Schade...|The mug is great. The image is very beautiful and of high quality. You can't see any pixels. Unfortunately, the foil is peeling off. The second mug I received does the same. I wouldn't buy it again, unfortunately... Even though the mug is a cool idea!|2.0|1|"Hi Teresa, did the cup accidentally end up in the dishwasher? :-( The pressure is very sensitive to that. Feel free to write us an email to our <a href=""https://www.elbenwald.de/Kontaktformular"">customer support</a>. Maybe our helpful elves still have some advice for you. Best wishes from Elbenwald!"|2021-01-05 13:26:55
E1007078|Mirimia|Frage|I heard that this wall bracket is supposed to be very heavy, but it is only attached to the wall with the two small hooks on the back. How stable is this construction? I'm a bit worried that the whole thing might tear off due to the weight and then this beautiful piece might break.|5.0|1|"Hello Mirimia,
in most Elbenwald stores, these wall brackets are still hanging. At my home too, so far there has been no reason to worry that it might fall down or something similar. Just make sure to use the right screws and wall plugs, and then everything should be fine.
Best regards from Elbenwald"|2021-01-07 00:28:49
E1059497|Ginny|Frage|Is the cloak twitching?|5.0|1|Hi Ginny, the cloak doesn't fuzz. :-) Best wishes from the Elvenwood!|2021-01-07 10:59:25
E1063337|Phillipp|Frage|"Dear Elbenwald Team,

What is meant by the ""Power Flash"" function?
Best regards,"|3.0|1|Hi Philipp, you can make the sword glow with a purple/blue effect using the buttons on the handle. This is the so-called Power Flash function. :-) Best wishes from the Elvenwood!|2021-01-07 15:17:03
E1037106|Yandor|Frage|Is there any news on when the sword will be available again?|4.0|1|Hi Yandor, we have already reordered the sword. We expect delivery from Middle-earth by the end of the month. ;-) Best wishes from the Elvenwood!|2021-01-07 20:47:29
E1031420|Luna Lovegood|ich habe eine frage |I have a question. I would like to buy this scarf, but I would like to know how long the scarf is in total. Best regards, Luna Lovegood.|5.0|1|Hi Luna, the scarf measures 1.90 in length. :-) Best wishes from the Elven Forest!|2021-01-08 13:18:17
E1004850|Uwe|Sehr schöner Ring  aber...|"The article I have here has its little flaws - it doesn't sparkle as beautifully as in the pictures... it looks a bit ""dull""! Okay, that was to be expected and it bothers me less, but what bothers me is on the underside (back of the crystal) - I see something that looks like ""patina."" As if it's rusting or the paint is peeling off. And that with 925 silver, for €119 I would have expected more. I'm currently considering whether it should be returned, which I would find a shame - :( In general - hardly any information about materials etc. What is this green stone in the ring even supposed to be?!"|3.0|1|"Hello Uwe,

you can certainly try to make the ring shine again with a silver polishing cloth. Since this ring is made of 925 silver, the material ""tarnishes"" over time. Otherwise, you can also visit any jeweler or Elbenwald store. There, our colleagues will be happy to help you, for example with a silver bath.

Best wishes from Elbenwald"|2021-01-08 19:08:56
E1059641|Ginny |Frage|I would like to buy the magic wand, but there are two, and I would like to know what the difference is?|5.0|1|"Hello Ginny,

with the other wand, you probably mean the wand of Ginny in the character edition. The wand for young wizards includes a bookmark, the character wand does not. The wand for young wizards is made of plastic and is smaller than the replica. The replica is made of a resin mixture and is also equipped with a metal rod in the middle, so that it lies better in the hand and is also more stable. The replica also comes with a gold-colored nameplate. The wand for young wizards is better suited for children, as it is not as fragile if it happens to fall on a hard surface.

I hope I was able to help you and sufficiently answered your question. :) Best wishes from the Elvenwood"|2021-01-09 13:50:47
E1017685|etienne zauber lehrling|eine frage |Can the quiver also be hung on the side shoulder or can it only be hung on the belt? I would be interested in this as I have already purchased the bow set and now need a quiver.|5.0|1|"Hello Etienne the Apprentice,
the hunting pouch is actually only suitable for the belt. But with a bit of craftsmanship, you can definitely make yourself a kind of shoulder strap and thread it through the normal belt loop.
Best wishes from the Elvenwood"|2021-01-09 13:52:55
E1056158|Ich|FRAGE|Would like to know why so many products have been missing lately. All wall mounts and many wands are suddenly no longer available on the website. Shame?|5.0|1|Hey hey, we've already placed a large order with our magic wand manufacturer. The wall mounts and wands should be available again soon. :-) Best wishes from the Elvenwood!|2021-01-09 16:35:18
E1000356|Henry Kral|Schön aber instabil|"The pendant and the chain are undeniably beautiful.
However, the connecting ring on the carabiner hook is very unstable. My girlfriend has been wearing the chain since Christmas twice, and both times the thin chain link slipped out of the connecting ring at the slightest load. Very annoying.
Maybe I'll just solder the opening shut, but this really needs to be changed in the product."|3.0|1|"Hi Henry Kral,
that's really a shame and it shouldn't be like this. You're welcome to send us a message to our <a href=""https://www.elbenwald.de/Kontaktformular"" target=""_blank"">customer support</a> and then we'll see together what we can do. There will certainly be a solution. :-)
Best regards from Elbenwald!"|2021-01-10 12:25:35
E1004218|Hufflepuff Schüler |Eine Frage...|"Somehow my wand suddenly started dimming on its own. 
My question: Can this be fixed somehow? 
Otherwise, a top-notch wand."|5.0|1|"Hello dear Hufflepuff student, that is indeed mysterious! I would first suspect the battery. Perhaps it needs to be replaced. If the problem persists, feel free to send us an email to our <a href=""https://www.elbenwald.de/Kontaktformular"">customer support</a>. :-) Best regards from Elbenwald!"|2021-01-10 16:51:25
E1064555|Mia|Cooles Design|The shirt looks super awesome and I would love to buy it, will it be available again soon in size S?|5.0|1|Hi Mia, we have already reordered the shirt in the sold-out sizes and it should be available again soon. :-) Best wishes from the Elbenwald!|2021-01-11 11:12:18
E1019513|Alina Potter Weasley |Bellatrix Blister Edition |Is Bellatrix's wand in the Blister Edition her old wand?  Best regards|5.0|1|"Hello Alina Potter Weasley,

yes, in the Blister Edition you will find Bellatrix's curved and first wand. The second wand is available in the Character Edition.

Best wishes from the Elven Forest"|2021-01-11 14:53:14
E1056089|Jakob Knapp|Gute i aber leider doppelte|In itself a good idea to get cheap Pops, but the advertising still stated that you won't get doubles in the same order, yet I received 2 doubles out of 6 figures.|2.0|1|"Hello Jakob Knapp,
In a 3-pack, nothing should be duplicated, but perhaps you had the ""luck"" of getting the same figures in the other set. However, the product description does state that duplicates may occur with large orders. Perhaps you have a friend who will be delighted with the extra figure. :)Best wishes from the Elvenwood"|2021-01-11 17:33:15
E1008100|Hermine |Display auch ohne Karte?|"Dear Elbenwald Team,
since the Rumtreiber card including the display has been unavailable for so long, I only received the card as a Christmas gift. However, I would very much like to have the matching display as well and therefore wanted to ask if the display is also available for sale separately?"|5.0|1|"Hello Hermine,
while the individual display itself is also for sale, it is currently out of stock.
Best regards from the Elven Forest"|2021-01-12 15:33:33
E1062392|Matse|Größe|"How big is a rubber eraser approximately?

Best regards,
Matse"|5.0|1|"Hello Matse,
depending on the figure and accessories, I would say 4-5 cm.
Best regards from the Elven Forest"|2021-01-13 07:51:41
E1046439|Jörg|Im Video ist ein anders Produkt|Hello, which image do you actually get? In the video, a smaller and also visually different product is advertised. This is very confusing because the product photos show an image without such a white border around the motif, which looks significantly better than the one in the video and is also not as thick. Also, the description states that it has a switch and not as shown in the video where you have to tap on it... it doesn't make much sense to hang it on the wall and always have to hammer on it to activate the light :) It would be great if you could clarify this because I would like to order one.|5.0|1|"Hello Jörg,

We apologize for the confusion. You will receive the wall mural as shown in the product images and as described in the product description.

Best regards from Elbenwald :)"|2021-01-13 09:45:17
E1063089|Tina|Loki liebt es, aber... |The collar is great and looks super on my French Bulldog, but the Captain America shield was already off after the first walk...I didn't find that so thrilling...|3.0|1|"Hi Tina,
that's really a shame and it shouldn't be like this. You can feel free to send us a message to our <a href=""https://www.elbenwald.de/Kontaktformular"" target=""_blank"">customer support</a> and then we'll look together at what we can do. There will certainly be a solution. :-)
Best regards from Elbenwald!"|2021-01-13 10:11:19
E1064150|Theresa|Schade |I received the glass as a Christmas present and now the red color is already peeling off. Very unfortunate, as I really enjoy drinking from it!!|5.0|1|"Hi Theresa,
that's really a shame and it shouldn't be like this. You can feel free to send us a message through our <a href=""https://www.elbenwald.de/Kontaktformular"" target=""_blank"">customer support</a> and then we'll look together at what we can do. There will certainly be a solution. :-)
Best regards from Elbenwald!"|2021-01-13 10:58:02
E1049146|Groot|Auch für Marvel?|"The picture is really great, will there be something like that for Marvel fans soon? For example, with the lights of Groot or Thor and Loki? Or with Goose, the Flerken. Yes, I could list characters for hours, although it's actually just one question... Anyway, I would be happy to receive an answer.
Best regards, Groot"|5.0|1|"Hello Groot,
unfortunately, there is currently nothing planned in that direction, but I will pass on your wish immediately.
Best regards from the Elven Forest. :)"|2021-01-13 12:38:55
E1061077|NEWT| Frage.        |"Hi,
In your video, you mentioned that if we have ideas for wands, we should feel free to share them with you. Here is my idea: Moody's ""Walking Stick"" wand. It would be great if you could make that. (I know you don't make them yourselves, but I would really appreciate it if you could pass this on as soon as possible)"|4.0|1|"Hello NEWT,
I've forwarded your request right away.
Best wishes from the Elvenwood. :)"|2021-01-13 17:16:08
E1051992|Mirai|Mystery Box|"Hello, will the mystery boxes be coming back at some point?
Best regards, Mirai"|5.0|1|"Hello Mirai,
the surprise T-shirts have been restocked.
Best wishes from the Elvenwood. :)"|2021-01-13 18:42:35
E1016169|ginny-2.0|Super Stab|"I immediately bought the wand as soon as it was available. I am very satisfied and genuinely thrilled. 
It feels great in the hand and is very smooth. A must-have for every child's room.
Do Fantastic Beasts wands actually come in the Character Edition? 
I would be very happy if they did."|5.0|1|"Hey ginny-2.0,
unfortunately, there's nothing in sight at the moment.
Best regards from the Elvenwood. :)"|2021-01-13 19:18:54
E1051618|Anni|Frage|"Hey dear Elbenwald Team!
Will there also be a bracelet for Gryffindor?
Best regards"|5.0|1|"Hello Anni,
the bracelet for Gryffindor was available before, but we currently don't have it in stock.
Best wishes from the Elvenwood. :)"|2021-01-13 19:49:12
E1007080|Newt| |"Hi, when will the item be available again? Just like the Diadem (Ravenclaw) and many other things.
Planning a big purchase at Elbenwald."|5.0|1|"Hello Newt,
the Philosopher's Stone should be back in stock by mid-February and the Diadem by March.
Best wishes from the Elvenwood. :)"|2021-01-14 08:48:52
E1023912| | |I'm currently reading, it's made of plastic, it would be cool if it were made of metal, and a bit bigger.|5.0|1|"Hello Stranger,
Resin itself is actually an artificial resin. Due to its size, full metal would unfortunately be too heavy. But through its appearance, it really looks like metal, and someone who doesn't know any better wouldn't notice the difference. Best regards from the Elven Forest. :)"|2021-01-14 09:49:11
E1016169|Zauberstabfan|Frage|Would you recommend this one to me or the one from Hermione or from Luna? I actually want a wand for my birthday!???Thanks in advance and waiting for a reply, Wand Fan|5.0|1|"Hi Wand fan,
unfortunately, I can't recommend one for you, as it's a matter of personal taste. If your birthday is coming up and you want the Character Edition, I recommend Hermione, as Luna's wand is not in stock in this version. If you want to present it, I recommend the Character or Ollivander Edition, as the blister packaging is more for throwing away.
Best wishes from the Elven Forest and have a wonderful birthday. :)"|2021-01-14 12:06:47
E1016173|Zauberstab Fan|Eine kurze Frage|Is there actually a really deep hole or just a small indentation at the bottom of the blossom??? Thanks in advance, Magic Wand Fan|5.0|1|"Hello Magic Wand Fan,
there's just a small notch. So the flower is not hollow, if that's what you meant.
Best wishes from the Elven Forest. :)"|2021-01-14 12:08:52
E1016138|Remus|Frage|"Is there a difference if a wand is in the Ollivander's or in the Character Edition?
Because he is my favorite character, and I absolutely want to have the wand!!
Also, I have a wand holder for the wands. But still: is there a difference??

Please answer me!"|5.0|1|"Hey Remus,
the wands are essentially identical, regardless of the version, whether it's Blister, Character, or Ollivander Edition. However, at the moment, we only have the Character Edition of the Mad-Eye Moody wand left.
Best wishes from the Elvenwood. :)"|2021-01-14 14:34:47
E1047198|Mirimia|Frage Hedwig XL|Hi, when will the larger version of this Hedwig be available again? Hedwig is a big wish of my daughter, but we would prefer the XL version with 30 to 40 cm so that we have something substantial to hold in our hands.|5.0|1|"Hello Mirimia,
the 30 cm Hedwig should be available again in early February.
Best wishes from the Elven Forest. :)"|2021-01-14 14:51:00
E1001824| | |"The image shows a small holder. Why isn't it included?
The tail is hollow."|5.0|1|"Hello Stranger,
that's really a shame and it shouldn't be like this. You can feel free to send us a message to our <a href=""https://www.elbenwald.de/Kontaktformular"">customer support</a> and then we'll see together what we can do. There will certainly be a solution. :-)
Best regards from Elbenwald!"|2021-01-14 15:03:23
E1001825| |                            Hallo |Is the holder included?|5.0|1|"Hey,
yes, the holder should be included, as listed in the description and the images.
Best regards from the Elbe Forest."|2021-01-14 15:48:56
E1043793|Mey Malfoy|Super, aber... |"So, I really love the glasses! 10 points for that!
Butterbie, unfortunately, is not my thing, so one point deducted. Nevertheless, you can use the glasses really well for iced tea or other drinks.
There's just one question left unanswered:
How heat-resistant are the glasses? Can you pour boiling water into them (for example, for tea or coffee)?"|5.0|1|"Hey Mey Malfoy,
yes, that should work. It's best to start by pouring just a small sip of hot water into the glass first, so it can warm up briefly and get used to the heat. Once it has had hot water in it, don't immediately switch to cold water. The sudden temperature change could cause the glass to crack. Otherwise, it shouldn't be a problem.
Best wishes from the Elvenwood."|2021-01-14 19:48:01
E1060975|Shane|Extrem Schlechte Verarbeitung|"I have now purchased this Bowtruckle for the second time, as the first time, when placing it in the stand, the attachment pin broke.
The second time, I already noticed a crack in one of the leaves before assembly. Subsequently, the pin broke again during assembly.
The figure is extremely fragile and of very poor quality."|1.0|1|"Hi Shane,
that's really a shame and it shouldn't be like this. You're welcome to send us a message to our <a href=""https://www.elbenwald.de/Kontaktformular"" target=""_blank"">customer support</a> and then we'll see together what we can do. There will certainly be a solution. :-)
Best regards from Elbenwald!"|2021-01-14 19:58:31
E1047194|Hermine|Wann?|Is the room available again?|5.0|1|"Hey Hermine,
the blanket should be available again around the end of March. :)
Best wishes from the Elvenwood."|2021-01-14 20:42:24
E1044617|Harry |Wann|Is the ceiling back???|5.0|1|"Hi Harry,
the ceiling won't be available again until April.
Best wishes from the Elvenwood. :)"|2021-01-14 20:46:50
