SKU,User,Title,Content,Points,Status,Comment,Date of Review,Cleaned_Content,Cleaned_Comment,Combined_Text,Content_Comment_Consistency
E1074587,Christine,Super gut gelungen,"E.T. as a plush figure in clothing from the famous movie scene. It turned out super well. E.T. is made of super soft plush and wears the clothing reworked as in the film. Very good quality. The hat is made of velvet material with a satin rose, a high-quality fringe stole, a brown plush scarf, and even jewelry (chain, bracelets, and ring made of fabric material). His blue eyes with the mischievous grin and the long blonde hair make the replica perfect. And E.T. can stand on his own, as he has smooth soles. Really a great idea to dress E.T. in clothing.",5.0,1,Thank you so much for your detailed review! We are also completely in love with little E.T. 😍 Best wishes from the Elven Forest,2023-01-30 06:45:21.781,et plush figur cloth famou movi scene turn super well et made super soft plush wear cloth rework film good qualiti hat made velvet materi satin rose highqual fring stole brown plush scarf even jewelri chain bracelet ring made fabric materi blue eye mischiev grin long blond hair make replica perfect et stand smooth sole realli great idea dress et cloth,thank much detail review also complet love littl et best wish elven forest,et plush figur cloth famou movi scene turn super well et made super soft plush wear cloth rework film good qualiti hat made velvet materi satin rose highqual fring stole brown plush scarf even jewelri chain bracelet ring made fabric materi blue eye mischiev grin long blond hair make replica perfect et stand smooth sole realli great idea dress et cloth thank much detail review also complet love littl et best wish elven forest,0.8464969
E1073728,Nana,schade,"I had specifically ordered 4 to receive the complete display, unfortunately that was not the case. I'm a bit disappointed.",3.0,1,"The selection of mystery figures is always random. The packaging is not opened by us beforehand to check what is inside. To find the best solution for you, please contact our customer support at info@elbenwald.de. The colleagues there will be happy to assist you! Best regards from Elbenwald",2023-01-30 09:32:08.116,specif order receiv complet display unfortun case im bit disappoint,select mysteri figur alway random packag open us beforehand check insid find best solut pleas contact custom support infoelbenwaldd colleagu happi assist best regard elbenwald,specif order receiv complet display unfortun case im bit disappoint select mysteri figur alway random packag open us beforehand check insid find best solut pleas contact custom support infoelbenwaldd colleagu happi assist best regard elbenwald,0.9280208
E1071798,Jenny M.,"Kauf ich nicht nochmal zu wenig für so viel Geld, schlechte Qualität","I have to say, I've been a bit disappointed with the package. For the price, I was hoping for more than just a salt and pepper shaker, a figure set where the minifigures are stamps. You can get those cheaper in other stores. Then there's the scarf to knit, but I don't have time for that. I'm unfortunately very sad, I had hoped there would be more in it for 50€ and better quality.",1.0,1,I am very sorry that the surprise box did not meet your expectations. Please contact our customer support at info@elbenwald.de. The colleagues will be happy to help you!,2023-01-31 06:46:37.310,say ive bit disappoint packag price hope salt pepper shaker figur set minifigur stamp get cheaper store there scarf knit dont time im unfortun sad hope would better qualiti,sorri surpris box meet expect pleas contact custom support infoelbenwaldd colleagu happi help,say ive bit disappoint packag price hope salt pepper shaker figur set minifigur stamp get cheaper store there scarf knit dont time im unfortun sad hope would better qualiti sorri surpris box meet expect pleas contact custom support infoelbenwaldd colleagu happi help,0.94627273
E1065314,Marcel W.,Der Druck ist ein wenig unscharf und,"The print is a bit blurry and not very high quality. Probably not much will be left of it after several washes. I still give 4 stars, because the price is accordingly low.",4.0,1,"I am very sorry, this should not have happened. Please contact our customer support at info@elbenwald.de. The colleagues there will be happy to assist you.",2023-01-31 07:32:20.710,print bit blurri high qualiti probabl much left sever wash still give star price accordingli low,sorri happen pleas contact custom support infoelbenwaldd colleagu happi assist,print bit blurri high qualiti probabl much left sever wash still give star price accordingli low sorri happen pleas contact custom support infoelbenwaldd colleagu happi assist,0.9432868
E1070512,Leo,"Schön, aber...","I was really looking forward to these swords. The description stated that the materials are plastic and metal. Unfortunately, it didn't specify further. Today the swords arrived, and the disappointment was great... unfortunately, the blades, handles, and even the chain are made of plastic. For the price, I actually expected metal blades and chains.

However, I want to emphasize that the swords are really very beautiful to look at and also have a great size!

This is just my opinion.
For cosplay, they are perfect, especially since you usually can't bring metal swords to conventions.
Unfortunately, I will have to return the swords, as they don't fit into my collection of metal swords (not sharp).",3.0,1,"Thank you very much for your feedback, I understand your criticism. The metal is only the housing for the batteries. I will adjust the material description so that there will be no more confusion in the future. Best wishes from the Elven Forest!",2023-01-31 15:41:25.715,realli look forward sword descript state materi plastic metal unfortun didnt specifi today sword arriv disappoint great unfortun blade handl even chain made plastic price actual expect metal blade chain howev want emphas sword realli beauti look also great size opinion cosplay perfect especi sinc usual cant bring metal sword convent unfortun return sword dont fit collect metal sword sharp,thank much feedback understand critic metal hous batteri adjust materi descript confus futur best wish elven forest,realli look forward sword descript state materi plastic metal unfortun didnt specifi today sword arriv disappoint great unfortun blade handl even chain made plastic price actual expect metal blade chain howev want emphas sword realli beauti look also great size opinion cosplay perfect especi sinc usual cant bring metal sword convent unfortun return sword dont fit collect metal sword sharp thank much feedback understand critic metal hous batteri adjust materi descript confus futur best wish elven forest,0.94700164
E1065878,Eileen G.,Leider war das tshirt nicht im Paket,"Unfortunately, the t-shirt was not in the package. Only three items arrived.",1.0,1,I am very sorry that this should not have happened. Please contact our customer support at info@elbenwald.de. The colleagues there will be happy to assist you.,2023-02-01 05:19:57.077,unfortun tshirt packag three item arriv,sorri happen pleas contact custom support infoelbenwaldd colleagu happi assist,unfortun tshirt packag three item arriv sorri happen pleas contact custom support infoelbenwaldd colleagu happi assist,0.91404885
E1071798,Nadia P.,Sehr Mangelware.. leider nicht dem Preis entsprechend,Very scarce.. unfortunately not worth the price I paid for it…,1.0,1,I am very sorry that the items do not meet your taste. Please contact our customer support at info@elbenwald.de. The colleagues there will be happy to assist you further.,2023-02-01 10:42:22.999,scarc unfortun worth price paid,sorri item meet tast pleas contact custom support infoelbenwaldd colleagu happi assist,scarc unfortun worth price paid sorri item meet tast pleas contact custom support infoelbenwaldd colleagu happi assist,0.9825391
E1074169,Nadia P.,Ok,Ok,1.0,1,Would you like to tell us why you gave the button 1/5 stars? Best regards from Elbenwald.,2023-02-01 10:43:26.988,ok,would like tell us gave button star best regard elbenwald,ok would like tell us gave button star best regard elbenwald,0.9573654
E1073796,Stefanie H.,Leider denkt man durch die Fotos von,"Unfortunately, the photos of the wand make you think that the handle is made of metal (similar to Dumbledore's first wand). But unfortunately, the handle is dull and only painted with a reflective color. Not what I expected, because I was really looking forward to it looking just like the picture. I also find the handle much too light and the weight is more concentrated at the tip. As a result, it doesn't hold as well in the hand. Okay for the collection, but not a wand I would proudly display on my shelf. It looks a bit ""cheaply"" made. Too bad.",2.0,1,It's a shame the wand didn't meet your expectations. The return is free of charge in case you wish to return it.,2023-02-01 13:06:09.950,unfortun photo wand make think handl made metal similar dumbledor first wand unfortun handl dull paint reflect color expect realli look forward look like pictur also find handl much light weight concentr tip result doesnt hold well hand okay collect wand would proudli display shelf look bit cheapli made bad,shame wand didnt meet expect return free charg case wish return,unfortun photo wand make think handl made metal similar dumbledor first wand unfortun handl dull paint reflect color expect realli look forward look like pictur also find handl much light weight concentr tip result doesnt hold well hand okay collect wand would proudli display shelf look bit cheapli made bad shame wand didnt meet expect return free charg case wish return,0.8779189
E1065506,Roman,Defekte Uhr,My daughter's joy over the golden snitch was clouded by the fact that the clock is broken.... What a shame...,5.0,1,I am very sorry that this should not have happened. Please contact our customer support at info@elbenwald.de. The colleagues there will be happy to assist you further.,2023-02-01 20:18:48.115,daughter joy golden snitch cloud fact clock broken shame,sorri happen pleas contact custom support infoelbenwaldd colleagu happi assist,daughter joy golden snitch cloud fact clock broken shame sorri happen pleas contact custom support infoelbenwaldd colleagu happi assist,0.9602374
E1067159,Dennis K.,"Schönes Mousepad, nur an der Lieferung muss gearbeitet werden.","Visually, it's really a very nice mousepad.
What massively annoys me is the way it is delivered, rolled up in such a way that the rolled-in side bulges up very unsightly (you can even see this in the product image on your site). Even now, after a few days, the right side has not completely flattened out, which is already quite annoying visually for me.",3.0,1,I am very sorry that there is a reason for complaint. Please have a little more patience. Under my keyboard is the same mousepad and there is no visible bulge. Best wishes from the Elbenwald 😊,2023-02-02 04:00:03.680,visual realli nice mousepad massiv annoy way deliv roll way rolledin side bulg unsightli even see product imag site even day right side complet flatten alreadi quit annoy visual,sorri reason complaint pleas littl patienc keyboard mousepad visibl bulg best wish elbenwald,visual realli nice mousepad massiv annoy way deliv roll way rolledin side bulg unsightli even see product imag site even day right side complet flatten alreadi quit annoy visual sorri reason complaint pleas littl patienc keyboard mousepad visibl bulg best wish elbenwald,0.89384705
E1066318,Lissi,Schleife fehlt,"The T-shirt looks really great, however, the detachable bow was missing from the delivery.
This would have been the icing on the cake and would have definitely had a great effect!",3.0,1,"Hello Lissi,
we are sorry that this is the case, of course it should not be like this. Feel free to contact our customer support, together we will surely find a solution.
Best regards from the Elbenwald.",2023-02-03 17:07:04.834,tshirt look realli great howev detach bow miss deliveri would ice cake would definit great effect,hello lissi sorri case cours like feel free contact custom support togeth sure find solut best regard elbenwald,tshirt look realli great howev detach bow miss deliveri would ice cake would definit great effect hello lissi sorri case cours like feel free contact custom support togeth sure find solut best regard elbenwald,0.9057691
E1036127,CAROLA T.,Ist das eine Tasse für Linkshänder? Dann,"Is this a cup for left-handers? Then I bought the wrong one. If not, I don't find it so great.",3.0,1,"Hello Carola, 
for a return, you can contact our customer service. For a future purchase, you can refer to the many images in our shop to get details about the print on the cup.😊",2023-02-04 00:16:23.893,cup lefthand bought wrong one dont find great,hello carola return contact custom servic futur purchas refer mani imag shop get detail print cup,cup lefthand bought wrong one dont find great hello carola return contact custom servic futur purchas refer mani imag shop get detail print cup,0.9633453
E1068865,Nur ein Minion Fan,Phantastisch,"Everything here is truly spot on. Excellent, detailed products with extremely fast delivery, comprehensive shipping information, and even the terms and conditions and the invoice email testify to the decisive extra bit of spirit and charm that this company apparently embodies.",5.0,1,"Wow, thanks for your feedback! ❤️",2023-02-04 14:55:43.337,everyth truli spot excel detail product extrem fast deliveri comprehens ship inform even term condit invoic email testifi decis extra bit spirit charm compani appar embodi,wow thank feedback,everyth truli spot excel detail product extrem fast deliveri comprehens ship inform even term condit invoic email testifi decis extra bit spirit charm compani appar embodi wow thank feedback,0.9518818
E1069796,Yasmine,Ich liebs! 💕,"The shipping was unbelievably fast! I bought the item on Friday and it arrived on Saturday, huge praise to Elbenwald at this point! :)

I got Hawks, which I was overjoyed about because he's my favorite, and I love him! The quality is great and he's so cute 🥺

I will definitely try my luck again, as I love all the plushies! :)",5.0,1,"Thank you so much for your compliment, we are very happy to hear that you are so happy with your new fluffy companion😍",2023-02-04 15:13:20.403,ship unbeliev fast bought item friday arriv saturday huge prais elbenwald point got hawk overjoy he favorit love qualiti great he cute definit tri luck love plushi,thank much compliment happi hear happi new fluffi companion,ship unbeliev fast bought item friday arriv saturday huge prais elbenwald point got hawk overjoy he favorit love qualiti great he cute definit tri luck love plushi thank much compliment happi hear happi new fluffi companion,0.91177386
E1064059,Yasmine,Evoli 🤎,"I love this wallet, it looks cute and has a pleasant size! :)",5.0,1,And the best part: Eevee's got it 😁😍,2023-02-04 15:15:06.670,love wallet look cute pleasant size,best part eeve got,love wallet look cute pleasant size best part eeve got,0.96567726
E1036128,Patricia,Sehr schöne Tasse,"I love this mug! I've had it for a year, and even after several washes in the dishwasher, nothing has faded from the design.",5.0,1,That's the way it should be 😁,2023-02-04 17:57:39.555,love mug ive year even sever wash dishwash noth fade design,that way,love mug ive year even sever wash dishwash noth fade design that way,0.9707763
E1066864,Patricia,schön aber keine besonders gute Qualität,"very nice socks that are pleasant to wear, unfortunately they don't last long and I already had holes in them after a short time, very disappointing.",4.0,1,"Hello Patricia,
we are sorry that this is the case, of course it should not be like this. Please feel free to contact our customer support at info@elbenwald.de, together we will surely find a solution.
Best regards from Elbenwald.",2023-02-04 18:03:01.979,nice sock pleasant wear unfortun dont last long alreadi hole short time disappoint,hello patricia sorri case cours like pleas feel free contact custom support infoelbenwaldd togeth sure find solut best regard elbenwald,nice sock pleasant wear unfortun dont last long alreadi hole short time disappoint hello patricia sorri case cours like pleas feel free contact custom support infoelbenwaldd togeth sure find solut best regard elbenwald,0.94089586
E1063462,Achmed Khoder ,Mask Augen funktionieren nicht ,"I'm really disappointed, I just bought it yesterday and then connected it at home immediately. The only thing that lights up is the base, but the eyes, which I was most looking forward to, don't light up.
Design-wise, it looks top-notch, but the eyes not lighting up is sad.",1.0,1,"Hello Achmed,
we are sorry that this is the case, of course it should not be like this. Please feel free to contact our customer support at info@elbenwald.de, together we will surely find a solution.
Best regards from Elbenwald.",2023-02-05 09:11:13.745,im realli disappoint bought yesterday connect home immedi thing light base eye look forward dont light designwis look topnotch eye light sad,hello achm sorri case cours like pleas feel free contact custom support infoelbenwaldd togeth sure find solut best regard elbenwald,im realli disappoint bought yesterday connect home immedi thing light base eye look forward dont light designwis look topnotch eye light sad hello achm sorri case cours like pleas feel free contact custom support infoelbenwaldd togeth sure find solut best regard elbenwald,0.8142399
E1071900,Melanie,Enttäuscht ,"For 69.95€, you get figures that are either doubled or the same figure just with glitter. Outrageous.",1.0,1,I am very sorry that this should not have happened. Please contact our customer support at info@elbenwald.de. The colleagues there will be happy to assist you.,2023-02-05 14:16:55.164,get figur either doubl figur glitter outrag,sorri happen pleas contact custom support infoelbenwaldd colleagu happi assist,get figur either doubl figur glitter outrag sorri happen pleas contact custom support infoelbenwaldd colleagu happi assist,0.8903426
E1030806,Michael K.,Tolles Kostüm mit zu großer Kapuze,"The costume is surprisingly warm and is generally well-received.
A bit of criticism: there are small loops to better secure the costume on a clothes hanger, but these tore off immediately for me.
The hood is very large and tends to hang over my face, which is annoying, so I usually don't wear it.",3.0,1,I am very sorry that this should not have happened. Please contact our customer support at info@elbenwald.de. The colleagues there will be happy to assist you.,2023-02-06 10:05:12.145,costum surprisingli warm gener wellreceiv bit critic small loop better secur costum cloth hanger tore immedi hood larg tend hang face annoy usual dont wear,sorri happen pleas contact custom support infoelbenwaldd colleagu happi assist,costum surprisingli warm gener wellreceiv bit critic small loop better secur costum cloth hanger tore immedi hood larg tend hang face annoy usual dont wear sorri happen pleas contact custom support infoelbenwaldd colleagu happi assist,0.900078
E1072281,Leonie M.,Würde ich wieder kaufen,The colors are beautiful and just like in the picture. The blanket is super fluffy and comfortable and has the perfect size for a sofa snuggle blanket.,5.0,1,I completely agree with you! The blanket is really suuuuuper fluffy 😍,2023-02-07 05:59:03.559,color beauti like pictur blanket super fluffi comfort perfect size sofa snuggl blanket,complet agre blanket realli suuuuuper fluffi,color beauti like pictur blanket super fluffi comfort perfect size sofa snuggl blanket complet agre blanket realli suuuuuper fluffi,0.9723799
E1058446,Anne-Marie N.,Absolut begeistert,"The pillow is of very high quality, super soft, and incredibly fluffy. The person who received it was so delighted that the other pillows in the set were immediately also desired.",5.0,1,We totally love the banana 😍,2023-02-07 07:14:49.526,pillow high qualiti super soft incred fluffi person receiv delight pillow set immedi also desir,total love banana,pillow high qualiti super soft incred fluffi person receiv delight pillow set immedi also desir total love banana,0.9468976
E1067785,Serafina V.,Von den Bildern im Internet sah es,"The pictures on the internet made it look bigger, so it was a bit disappointing.",3.0,1,I am very sorry that the playing cards did not meet your expectations. Best regards from the Elvenwood.,2023-02-07 07:23:13.208,pictur internet made look bigger bit disappoint,sorri play card meet expect best regard elvenwood,pictur internet made look bigger bit disappoint sorri play card meet expect best regard elvenwood,0.92633814
E1056637,Maria B.,Ein Kissen zum Reinkuscheln,"Quality: Perfect
Price-Performance Ratio: Could be cheaper.
Aesthetics: Perfect
Functionality: Perfect
Overall: Perfect

I didn't want the item for no reason. I already have the Toad and the green tank. They are so fluffy soft. The coolest pillows ever. My preciousssss, said Gollum and disappeared.",5.0,1,Many thanks for your detailed review. 😊 We wish you many cozy moments with your new plush toy! Best wishes from Elbenwald.,2023-02-07 07:30:59.678,qualiti perfect priceperform ratio could cheaper aesthet perfect function perfect overal perfect didnt want item reason alreadi toad green tank fluffi soft coolest pillow ever preciousssss said gollum disappear,mani thank detail review wish mani cozi moment new plush toy best wish elbenwald,qualiti perfect priceperform ratio could cheaper aesthet perfect function perfect overal perfect didnt want item reason alreadi toad green tank fluffi soft coolest pillow ever preciousssss said gollum disappear mani thank detail review wish mani cozi moment new plush toy best wish elbenwald,0.91013724
E1054817,Felix R.,Schlechtes Material. Hart und Bröckelig,"Could not use the mask (nose) as the material (latex) was dry and crumbly, making it unusable. Too bad.",1.0,1,"Hello Felix, we are sorry that this is the case, of course it should not be like this. Please feel free to contact our customer support. Together we will surely find a solution. 
Best regards from the Elbenwald.",2023-02-07 07:47:42.451,could use mask nose materi latex dri crumbl make unus bad,hello felix sorri case cours like pleas feel free contact custom support togeth sure find solut best regard elbenwald,could use mask nose materi latex dri crumbl make unus bad hello felix sorri case cours like pleas feel free contact custom support togeth sure find solut best regard elbenwald,0.83879507
E1031420,Mike D.,"Qualität und Verarbeitung sind super, der Schal","Quality and workmanship are excellent, the scarf is very warm and very comfortable. And a perfect blue, which also looks great with black :)",5.0,1,We wish you many cozy hours with your new scarf and are very happy that you like it so much. And a big thank you for your feedback!,2023-02-07 07:55:18.827,qualiti workmanship excel scarf warm comfort perfect blue also look great black,wish mani cozi hour new scarf happi like much big thank feedback,qualiti workmanship excel scarf warm comfort perfect blue also look great black wish mani cozi hour new scarf happi like much big thank feedback,0.96841973
E1022238,Sabine P.,Einfach nur super,Very fast delivery. The dress looks great and fits very well. Super quality and top price-performance ratio. I can only highly recommend it. Anytime again.,5.0,1,Thank you so much for your review! Enjoy your new dress and best wishes from the Elven Forest😊,2023-02-07 08:08:37.907,fast deliveri dress look great fit well super qualiti top priceperform ratio highli recommend anytim,thank much review enjoy new dress best wish elven forest,fast deliveri dress look great fit well super qualiti top priceperform ratio highli recommend anytim thank much review enjoy new dress best wish elven forest,0.95285577
E1067165,Annette U.,Wie immer bei Elbenwald: sehr schön und,As always with Elbenwald: beautifully and reliably delivered. There is nothing to complain about. A lovely gift!,5.0,1,Thank you very much for your reviews! We are very happy that you found a beautiful gift with us 😊 Best wishes from the Elven Forest,2023-02-07 08:43:45.665,alway elbenwald beauti reliabl deliv noth complain love gift,thank much review happi found beauti gift us best wish elven forest,alway elbenwald beauti reliabl deliv noth complain love gift thank much review happi found beauti gift us best wish elven forest,0.9767879
E1057242,Auer C.,"Wie erwartet gute Qualität, angenehmer Stoff und","As expected, good quality, pleasant fabric, and easy care😊",5.0,1,Thank you so much for your feedback. 🤗 We wish you wonderful dreams in the cozy bedding!,2023-02-07 09:11:43.592,expect good qualiti pleasant fabric easi care,thank much feedback wish wonder dream cozi bed,expect good qualiti pleasant fabric easi care thank much feedback wish wonder dream cozi bed,0.9508915
E1036573,Sabrina  L.,Leider nein- leider gar nicht.,"I find the costume absolutely not beautiful. Therefore, it was returned. Material, cut - very disadvantageous.",2.0,1,We are very sorry that the costume did not meet your expectations. Best regards from the Elvenwood.,2023-02-07 09:43:30.889,find costum absolut beauti therefor return materi cut disadvantag,sorri costum meet expect best regard elvenwood,find costum absolut beauti therefor return materi cut disadvantag sorri costum meet expect best regard elvenwood,0.966281
E1074590,Nicole R.,Wunderbares Plüschtier. 100% toll,Very good quality. Much nicer than in the picture.,5.0,1,"We also find Appa absolutely wonderful, cute, and fluffy! 😍 Best wishes from the Elven Forest.",2023-02-07 09:45:26.718,good qualiti much nicer pictur,also find appa absolut wonder cute fluffi best wish elven forest,good qualiti much nicer pictur also find appa absolut wonder cute fluffi best wish elven forest,0.90223604
E1031292,Kerstin P.,"Schöner, kuscheliger Schal. Perfekt für alle Gryffindor","Beautiful, cozy scarf. Perfect for all Gryffindor students. With this, the trip to Hogsmeade is secured. ☺️",5.0,1,Have fun in Hogsmeade! Feel free to bring us a butterbeer from The Three Broomsticks. 😁 Thank you for your review and best wishes from Elfenwald.,2023-02-07 09:58:43.596,beauti cozi scarf perfect gryffindor student trip hogsmead secur,fun hogsmead feel free bring us butterb three broomstick thank review best wish elfenwald,beauti cozi scarf perfect gryffindor student trip hogsmead secur fun hogsmead feel free bring us butterb three broomstick thank review best wish elfenwald,0.9385929
E1054104,Kerstin P.,"Die Verpackung allein ist schon ""Wow""! Tolles","The packaging alone is already ""Wow""! Great product.",5.0,1,We fully agree with you. 😍 Thank you for your feedback!,2023-02-07 09:59:34.155,packag alon alreadi wow great product,fulli agre thank feedback,packag alon alreadi wow great product fulli agre thank feedback,0.9974824
E1073864,Alicia F.,Gutes Produkt!,"Unfortunately, one of my two pieces was slightly damaged. More specifically, there was a small hole in one of the cats, where the printed motif coating had peeled off. Otherwise, it was perfectly intact.",2.0,1,I am very sorry that this should not have happened. Please contact our customer support at info@elbenwald.de. The colleagues there will be happy to assist you. Best regards from Elbenwald.,2023-02-07 10:06:57.355,unfortun one two piec slightli damag specif small hole one cat print motif coat peel otherwis perfectli intact,sorri happen pleas contact custom support infoelbenwaldd colleagu happi assist best regard elbenwald,unfortun one two piec slightli damag specif small hole one cat print motif coat peel otherwis perfectli intact sorri happen pleas contact custom support infoelbenwaldd colleagu happi assist best regard elbenwald,0.943459
E1062586,Monika Z.,Interessantes Quiz,A very nice card quiz. This way I can practice for the festival in the summer and maybe participate in the quiz.🤔,5.0,1,"That's a great idea! We are very happy that you like the card game so much. Best wishes from Elbenwald, we'll see you at the festival 🎉",2023-02-07 10:31:00.611,nice card quiz way practic festiv summer mayb particip quiz,that great idea happi like card game much best wish elbenwald well see festiv,nice card quiz way practic festiv summer mayb particip quiz that great idea happi like card game much best wish elbenwald well see festiv,0.98455685
E1000823,PATRICK N.,"Hochqualitative Verarbeitung.
Sehr ästhetisches Design, Detailgetreu zum Film.
Wer","High-quality processing.
Very aesthetic design, true to the film.
Highly recommended for anyone wanting to give a gift like this.",5.0,1,Thank you for your feedback! We are very happy that you are satisfied with the beautiful necklace 😊,2023-02-07 10:53:14.532,highqual process aesthet design true film highli recommend anyon want give gift like,thank feedback happi satisfi beauti necklac,highqual process aesthet design true film highli recommend anyon want give gift like thank feedback happi satisfi beauti necklac,0.96105593
E1056605,Britta S.,Kann ich nur empfehlen,"Quality is very good, the price was definitely worth it. Slept like a baby.",5.0,1,That sounds heavenly 😇 Thank you so much for your feedback and best wishes from the Elven Forest.,2023-02-07 11:38:36.775,qualiti good price definit worth slept like babi,sound heavenli thank much feedback best wish elven forest,qualiti good price definit worth slept like babi sound heavenli thank much feedback best wish elven forest,0.91042846
E1068412,Sandra S.,Toller Hoodie :-),"The sweater has superb quality, is excellently made, the color looks just like the picture, and the embroidered logo is awesome.
Unfortunately, the sweater runs small and should definitely be ordered at least one size larger.",5.0,1,Thank you so much for your feedback! We're thrilled if you're happy with the hoodie 🤗,2023-02-07 14:42:56.236,sweater superb qualiti excel made color look like pictur embroid logo awesom unfortun sweater run small definit order least one size larger,thank much feedback thrill your happi hoodi,sweater superb qualiti excel made color look like pictur embroid logo awesom unfortun sweater run small definit order least one size larger thank much feedback thrill your happi hoodi,0.9102623
E1061260,Margit W.,Sehr schöne und sehr gute Qualität.,I am very happy about the owl Hedwig. She is very beautiful and very soft.,5.0,1,We wish you many cozy moments with your new fluffy Hedwig! 😊,2023-02-07 15:31:58.693,happi owl hedwig beauti soft,wish mani cozi moment new fluffi hedwig,happi owl hedwig beauti soft wish mani cozi moment new fluffi hedwig,0.95648086
E1061936,Thorsten M.,Es fehlt bei meiner Cap das kleine,The small logo is missing on my cap. That was actually the decisive factor against the other Marvel cap. Too bad.,3.0,1,"Hello Thorsten, we are sorry that this is the case, of course it should not be like this. Feel free to contact our customer support, together we will surely find a solution. Best regards from the Elbenwald.",2023-02-07 19:48:05.557,small logo miss cap actual decis factor marvel cap bad,hello thorsten sorri case cours like feel free contact custom support togeth sure find solut best regard elbenwald,small logo miss cap actual decis factor marvel cap bad hello thorsten sorri case cours like feel free contact custom support togeth sure find solut best regard elbenwald,0.930392
E1073389,Sabrina P.,"Ich fand vor allem gut, dass die","I particularly liked that the candies weren't just in the tin, but were also individually wrapped. So when I first opened it, everything didn't come rushing out at me. It's definitely a great gimmick and looks very nice.",5.0,1,Safety first 😄 We hope you enjoy the candies! Best wishes from the Elvenwood.,2023-02-08 02:23:00.275,particularli like candi werent tin also individu wrap first open everyth didnt come rush definit great gimmick look nice,safeti first hope enjoy candi best wish elvenwood,particularli like candi werent tin also individu wrap first open everyth didnt come rush definit great gimmick look nice safeti first hope enjoy candi best wish elvenwood,0.96344703
E1064590,Stefanie T.,Qualität ist schlecht. Beim ersten Anfassen reißen,The quality is poor. The ears already tear when you first touch them.,2.0,1,I am very sorry that this should not have happened. Please contact our customer support at info@elbenwald.de. The colleagues there will be happy to assist you. Best regards from Elbenwald,2023-02-08 04:44:10.212,qualiti poor ear alreadi tear first touch,sorri happen pleas contact custom support infoelbenwaldd colleagu happi assist best regard elbenwald,qualiti poor ear alreadi tear first touch sorri happen pleas contact custom support infoelbenwaldd colleagu happi assist best regard elbenwald,0.9810705
E1073275,Sara J.,Klasse!,The figure is just mega cute and a real eye-catcher! Perfect for every Stitch fan.,5.0,1,"We're glad to hear that, thank you very much for your review and best regards from the Elbenwald 🤗",2023-02-08 06:15:02.090,figur mega cute real eyecatch perfect everi stitch fan,glad hear thank much review best regard elbenwald,figur mega cute real eyecatch perfect everi stitch fan glad hear thank much review best regard elbenwald,0.98108035
E1063707,Hagen S.,"Gute Preis-Leistung, klare Kaufempfehlung","A very beautiful jar for sweets or cookies! 
I was worried that the jar might not be airtight and would draw in moisture, but that's not the case - a rubber seal prevents this.
I keep it on my shelf and distribute new mana as needed during D&D sessions. It's definitely suitable for gifting, and it has always been received exceptionally well so far.",5.0,1,"Wow, thank you so much for your feedback! We are very happy to hear that the cookie jar is so well received. 😊 Best wishes from Elbenwald.",2023-02-08 08:20:15.322,beauti jar sweet cooki worri jar might airtight would draw moistur that case rubber seal prevent keep shelf distribut new mana need dd session definit suitabl gift alway receiv except well far,wow thank much feedback happi hear cooki jar well receiv best wish elbenwald,beauti jar sweet cooki worri jar might airtight would draw moistur that case rubber seal prevent keep shelf distribut new mana need dd session definit suitabl gift alway receiv except well far wow thank much feedback happi hear cooki jar well receiv best wish elbenwald,0.93374324
E1060168,Juliane M.,"Lustig, magisch und einfach zum Liebhaben!- gilt für Alraune und Elbenwald.","The shopping experience alone is worth 5 stars. Accompanied by magical marginal notes, you receive order confirmation, invoice, and more. :)
The Mandrake is super low-maintenance - just a little hair-combing is enough and it stays green. Favorite houseplant.
Thankfully, we managed to get a young plant with a really pleasant volume and not too jumpy.",5.0,1,"Congratulations on finding such a relaxed model. 😉 Thank you very much for your review, which made us smile a lot! Keep on pampering yourself and best wishes from the Elven Forest.",2023-02-08 12:50:49.740,shop experi alon worth star accompani magic margin note receiv order confirm invoic mandrak super lowmainten littl haircomb enough stay green favorit housepl thank manag get young plant realli pleasant volum jumpi,congratul find relax model thank much review made us smile lot keep pamper best wish elven forest,shop experi alon worth star accompani magic margin note receiv order confirm invoic mandrak super lowmainten littl haircomb enough stay green favorit housepl thank manag get young plant realli pleasant volum jumpi congratul find relax model thank much review made us smile lot keep pamper best wish elven forest,0.9343578
E1074170,Eric,Nicht viel erwartet ,"Didn't expect much, but pleasantly surprised :)",4.0,1,"Class, it couldn't be going better! 😄",2023-02-08 13:10:17.710,didnt expect much pleasantli surpris,class couldnt go better,didnt expect much pleasantli surpris class couldnt go better,0.96635306
E1074245,Sabine M.,Sieht toll aus und scheint gut verarbeitet,Looks great and seems to be well made. It's smaller than it appears in the photos - but perfect for kids.,5.0,1,"I'm sorry that the bag appears smaller than in the photos. To avoid such issues, you can check the dimensions in the item description. Thank you for your feedback! We're glad you like it so much visually and send you warm regards from the Elven Forest. 😊",2023-02-08 13:26:30.994,look great seem well made smaller appear photo perfect kid,im sorri bag appear smaller photo avoid issu check dimens item descript thank feedback glad like much visual send warm regard elven forest,look great seem well made smaller appear photo perfect kid im sorri bag appear smaller photo avoid issu check dimens item descript thank feedback glad like much visual send warm regard elven forest,0.9176604
