SKU,User,Title,Content,Points,Status,Comment,Date of Review,Review_Type,Cleaned_Content,Cleaned_Comment,Combined_Text,Content_Comment_Consistency,Comment_vs_Content_Difference
E1044439,Boris Weasley,Kissen,"I have already written an email to customer support, but I have not yet received a response. How long does it take? Best regards from the Honey Pot",4.0,1,"Hey Boris Weasley,

actually, our customer service is quick to follow up. If your concern is urgent, then it's best to simply write to our <a href=""https://www.elbenwald.de/Kontaktformular"">customer support</a> again. :)

Best regards from Elbenwald. :)",2021-02-21 16:37:23,user,alreadi written email custom support yet receiv respons long take best regard honey pot,hey bori weasley actual custom servic quick follow concern urgent best simpli write hrefhttpswwwelbenwalddekontaktformularcustom supporta best regard elbenwald,alreadi written email custom support yet receiv respons long take best regard honey pot hey bori weasley actual custom servic quick follow concern urgent best simpli write hrefhttpswwwelbenwalddekontaktformularcustom supporta best regard elbenwald,0.9566615,0.03591304
E1007080,Cedric,Frage,When will the Stone of Wisdom be available for reorder again?,5.0,1,"Hello Cedric,
the Philosopher's Stone will likely be available again in April.
Best wishes from the Elvenwood. :)",2021-02-23 00:08:19,user,stone wisdom avail reorder,hello cedric philosoph stone like avail april best wish elvenwood,stone wisdom avail reorder hello cedric philosoph stone like avail april best wish elvenwood,0.9884081,0.04162048
E1056090,Elisabeth,Frage: Bekommt ihr andere Größen wieder rein?,"Dear Team,

will the other sizes be restocked in the near future?

Best regards,",5.0,1,"Hello Elisabeth,
the sizes L and XL should be available again in March. Unfortunately, the other sizes are currently out of stock.
Best regards from the Elbenwald. :)",2021-02-23 03:00:48,user,dear team size restock near futur best regard,hello elisabeth size l xl avail march unfortun size current stock best regard elbenwald,dear team size restock near futur best regard hello elisabeth size l xl avail march unfortun size current stock best regard elbenwald,0.98109365,0.051690824
E1019536,Fred,?,Is there actually still a Fred and George wand to buy?,5.0,1,"Hello Fred,
no, unfortunately not. We once had the two wands of Fred and George in a wand collection, but unfortunately these are no longer available.
Best regards from the Elven Forest. :)",2021-02-23 08:41:59,user,actual still fred georg wand buy,hello fred unfortun two wand fred georg wand collect unfortun longer avail best regard elven forest,actual still fred georg wand buy hello fred unfortun two wand fred georg wand collect unfortun longer avail best regard elven forest,0.9628137,0.043288726
E1016166,Tilwili ,Mein Zauber Stab ist kaputt,"I don't know what to do, I've only had him for 2 hours and he fell down, what should I do?",5.0,1,"Hey Tilwili,
that's really annoying. The best thing to do is to contact our <a href=""https://www.elbenwald.de/Kontaktformular"">customer support</a> with a photo.
Best regards from Elbenwald. :)",2021-02-23 14:26:23,user,dont know ive hour fell,hey tilwili that realli annoy best thing contact hrefhttpswwwelbenwalddekontaktformularcustom supporta photo best regard elbenwald,dont know ive hour fell hey tilwili that realli annoy best thing contact hrefhttpswwwelbenwalddekontaktformularcustom supporta photo best regard elbenwald,0.9844826,0.021480989
E1038055,Severus,Frage,"I have a quick question, is there also a Sigil set for Slytherin? Best regards.",5.0,1,"Hello Severus,
actually, this set is also available, but unfortunately, it is currently sold out.
Best regards from the Elvenwood. :)",2021-02-24 21:31:55,user,quick question also sigil set slytherin best regard,hello severu actual set also avail unfortun current sold best regard elvenwood,quick question also sigil set slytherin best regard hello severu actual set also avail unfortun current sold best regard elvenwood,0.9938802,0.011000046
E1023915,Severus,Frage,"I have a quick question, is the Slytherin crest also available? Best regards.",5.0,1,"Hi Severus,
yes, we do have the Slytherin crest, but unfortunately it's not currently in stock.
Best wishes from the Elvenwood. :)",2021-02-24 21:58:27,user,quick question slytherin crest also avail best regard,hi severu ye slytherin crest unfortun current stock best wish elvenwood,quick question slytherin crest also avail best regard hi severu ye slytherin crest unfortun current stock best wish elvenwood,0.9870649,0.013281918
E1054659,Sab,Schlechte Qualität ,"Unfortunately, the pressure also comes off on me after the first hand wash. The lettering is highly sensitive, the coat of arms holds up a bit better, but also comes off easily at the edges. Not recommended for use, better as decoration. A shame for the price :-(",1.0,1,"Hello Sab,
that's really a shame and it shouldn't be like this. If a product is defective, you can certainly write a message to our <a href=""https://www.elbenwald.de/Kontaktformular"">customer service</a> and then we'll see together what we can do. There will certainly be a solution.
Best regards from Elbenwald. :)",2021-02-25 14:10:15,user,unfortun pressur also come first hand wash letter highli sensit coat arm hold bit better also come easili edg recommend use better decor shame price,hello sab that realli shame shouldnt like product defect certainli write messag hrefhttpswwwelbenwalddekontaktformularcustom servicea well see togeth certainli solut best regard elbenwald,unfortun pressur also come first hand wash letter highli sensit coat arm hold bit better also come easili edg recommend use better decor shame price hello sab that realli shame shouldnt like product defect certainli write messag hrefhttpswwwelbenwalddekontaktformularcustom servicea well see togeth certainli solut best regard elbenwald,0.947063,0.04065394
E1023915,Dumbledore,Frage,"Hey, 
I have a quick question. When will the Harry Potter chess game (The Final Challenge) be available again? It hasn't been available for a long time. I noticed now that you've completely removed it. Will it be available again at some point, and if so, when? 
Thank you and best regards.",5.0,1,"Hello Dumbledore,
the chess set will be available again soon, as it was reordered today. I can't tell you when it will arrive. If you urgently need it, you might want to ask our customer support, as two pieces should be coming in soon. The item number is E1033889. They might be able to reserve one for you, but I can't promise anything.
Best wishes from the Elvenwood. :)",2021-02-25 18:52:57,user,hey quick question harri potter chess game final challeng avail hasnt avail long time notic youv complet remov avail point thank best regard,hello dumbledor chess set avail soon reorder today cant tell arriv urgent need might want ask custom support two piec come soon item number e might abl reserv one cant promis anyth best wish elvenwood,hey quick question harri potter chess game final challeng avail hasnt avail long time notic youv complet remov avail point thank best regard hello dumbledor chess set avail soon reorder today cant tell arriv urgent need might want ask custom support two piec come soon item number e might abl reserv one cant promis anyth best wish elvenwood,0.9882585,0.010936399
E1046304,Domenik,Sehr gut aber zu klein ,"I find the T-shirt to be of good quality. However, the problem is that the XL size doesn't fit me, even though XL fits me with every other T-shirt.",4.0,1,"Hello Domenik,
oh, that's a shame. Depending on the manufacturer, shirt sizes can indeed sometimes vary a little. However, you are welcome to contact our <a href=""https://www.elbenwald.de/Kontaktformular"">customer support</a> and then we can exchange the size again.
Best wishes from Elbenwald. :)",2021-02-25 21:44:10,user,find tshirt good qualiti howev problem xl size doesnt fit even though xl fit everi tshirt,hello domenik oh that shame depend manufactur shirt size inde sometim vari littl howev welcom contact hrefhttpswwwelbenwalddekontaktformularcustom supporta exchang size best wish elbenwald,find tshirt good qualiti howev problem xl size doesnt fit even though xl fit everi tshirt hello domenik oh that shame depend manufactur shirt size inde sometim vari littl howev welcom contact hrefhttpswwwelbenwalddekontaktformularcustom supporta exchang size best wish elbenwald,0.97581136,0.05549019
E1000643,Bagnold der Bekloppte,Die Qual der Wahl,"Dear Elbenwald Team,
I simply can't decide... I like both the very long and the very short ones. As for the design, I prefer simpler staffs. Most importantly: It should be well-suited for show duels. Do you perhaps have a tip?",5.0,1,"Hello Bagnold the Crazy,

since the wand is supposed to be suitable for show duels, I would most likely recommend the beginner wands to you, as these are made of plastic and not, as usual, from a resin mixture. This makes them definitely more break-resistant. I could also imagine that the effect wands would be something if you had to ""fight"" in the dark. I hope I was able to help you a little bit.

Best wishes from the Elvenwood. :)",2021-02-25 22:15:28,user,dear elbenwald team simpli cant decid like long short one design prefer simpler staff importantli wellsuit show duel perhap tip,hello bagnold crazi sinc wand suppos suitabl show duel would like recommend beginn wand made plastic usual resin mixtur make definit breakresist could also imagin effect wand would someth fight dark hope abl help littl bit best wish elvenwood,dear elbenwald team simpli cant decid like long short one design prefer simpler staff importantli wellsuit show duel perhap tip hello bagnold crazi sinc wand suppos suitabl show duel would like recommend beginn wand made plastic usual resin mixtur make definit breakresist could also imagin effect wand would someth fight dark hope abl help littl bit best wish elvenwood,0.9678321,0.049165245
E1016169,Hermine,Kaufen oder nicht ?,"I don't know whether I should choose Ginny's, Cho's, or Fleur's wand as my second wand. Could someone give me a tip?",5.0,1,"Hello Hermine,
this is of course a difficult decision. Which of these three characters would you prefer to be? Then I would choose this wand. I hope I could maybe help you a little.
Best wishes from the Elven Forest. :)",2021-02-26 09:05:57,user,dont know whether choos ginni cho fleur wand second wand could someon give tip,hello hermin cours difficult decis three charact would prefer would choos wand hope could mayb help littl best wish elven forest,dont know whether choos ginni cho fleur wand second wand could someon give tip hello hermin cours difficult decis three charact would prefer would choos wand hope could mayb help littl best wish elven forest,0.95026046,0.08957954
E1057244,Hermine,Perfekt,"Very soft bedding. Is there only this one or are there others?
LG Hermine",5.0,1,"Hey Hermione,
yes, there is, but unfortunately it's sold out. That's the bedding set with the Hogwarts logo. Feel free to check under Harry Potter in Kitchen & Living, and then under Pillows & Bedding. Otherwise, you can sign up for the mailing list on the product page, and you'll immediately receive an email when the item is back in stock.
Best wishes from the Elvenwood. :)",2021-02-26 17:33:03,user,soft bed one other lg hermin,hey hermion ye unfortun sold that bed set hogwart logo feel free check harri potter kitchen live pillow bed otherwis sign mail list product page youll immedi receiv email item back stock best wish elvenwood,soft bed one other lg hermin hey hermion ye unfortun sold that bed set hogwart logo feel free check harri potter kitchen live pillow bed otherwis sign mail list product page youll immedi receiv email item back stock best wish elvenwood,0.98847103,0.008414556
E1001891,PlaymakerLp,Tolles Schwert.......,Will the scabbard be available at some point?,5.0,1,"Hello PlaymakerLp,

there are currently no plans, but I will definitely pass on your idea.

Best regards from the Elven Forest. :)",2021-02-26 19:56:18,user,scabbard avail point,hello playmakerlp current plan definit pass idea best regard elven forest,scabbard avail point hello playmakerlp current plan definit pass idea best regard elven forest,0.9952039,0.010010053
E1055654,Felii,Größe,"The design and quality of the fabric are good, but I actually ordered L. I prefer it looser... Well, it's skin-tight...",3.0,1,"Hey Felii,
that's really a shame. If a product doesn't suit you, you're welcome to send a message to our <a href=""https://www.elbenwald.de/Kontaktformular"">customer support</a> and then we'll see together what we can do. There will certainly be a solution.
Best regards from Elbenwald. :)",2021-02-27 11:02:55,user,design qualiti fabric good actual order l prefer looser well skintight,hey felii that realli shame product doesnt suit your welcom send messag hrefhttpswwwelbenwalddekontaktformularcustom supporta well see togeth certainli solut best regard elbenwald,design qualiti fabric good actual order l prefer looser well skintight hey felii that realli shame product doesnt suit your welcom send messag hrefhttpswwwelbenwalddekontaktformularcustom supporta well see togeth certainli solut best regard elbenwald,0.9624355,0.027522936
E1062156,Linda,Schrift geht leider sehr schnell ab,"I've only had the glass for a short time, but the lettering is already completely peeling off, despite minimal use and hand washing. It's super nice, but unfortunately only for a short time.",1.0,1,"Hello Linda,
that's really a shame and it shouldn't be like this. If a product is defective, you can certainly write a message to our <a href=""https://www.elbenwald.de/Kontaktformular"">customer service</a> and then we'll see together what we can do. There will certainly be a solution.
Best regards from Elbenwald. :)",2021-02-27 17:03:00,user,ive glass short time letter alreadi complet peel despit minim use hand wash super nice unfortun short time,hello linda that realli shame shouldnt like product defect certainli write messag hrefhttpswwwelbenwalddekontaktformularcustom servicea well see togeth certainli solut best regard elbenwald,ive glass short time letter alreadi complet peel despit minim use hand wash super nice unfortun short time hello linda that realli shame shouldnt like product defect certainli write messag hrefhttpswwwelbenwalddekontaktformularcustom servicea well see togeth certainli solut best regard elbenwald,0.9564015,0.03753642
E1057266,Luna Lovegood,Frage,"I have a question, namely what material the wand was made of.
Best regards, Luna",5.0,1,"Hello Luna Lovegood,
this wand is made of PVC, which is a plastic.
Best wishes from the Elvenwood. :)",2021-02-27 21:17:47,user,question name materi wand made best regard luna,hello luna lovegood wand made pvc plastic best wish elvenwood,question name materi wand made best regard luna hello luna lovegood wand made pvc plastic best wish elvenwood,0.99847144,0.0034311821
E1054257,Luna Lovegood ,Frage zur Größe ,"Hello Elbenwald,

I would really like to buy this T-shirt. I am 1.60 meters tall, which size would be suitable?

Best regards",5.0,1,"Hey Luna Lovegood,
since it's a unisex/""men's"" cut shirt, you can definitely size down if you're considering women's sizes. In terms of length, a small might even be a bit too long for you. For the width, you'll have to judge that yourself. If you're slender, I'd stick with the small because there will probably still be some room. If you're more robust, just choose a larger size. You'll have to estimate that. If you want to wear it oversized, go two sizes up.
Best wishes from the Elvenwood. :)",2021-02-28 10:23:06,user,hello elbenwald would realli like buy tshirt meter tall size would suitabl best regard,hey luna lovegood sinc unisexmen cut shirt definit size your consid women size term length small might even bit long width youll judg your slender id stick small probabl still room your robust choos larger size youll estim want wear overs go two size best wish elvenwood,hello elbenwald would realli like buy tshirt meter tall size would suitabl best regard hey luna lovegood sinc unisexmen cut shirt definit size your consid women size term length small might even bit long width youll judg your slender id stick small probabl still room your robust choos larger size youll estim want wear overs go two size best wish elvenwood,0.9757492,0.016048979
E1064126,22,Frage,When will the katana be available again?,5.0,1,"Hey 22,
the Katana replica is expected to be available again with us only by the end of June.
Best regards from the Elven Forest. :)",2021-03-01 09:16:26,user,katana avail,hey katana replica expect avail us end june best regard elven forest,katana avail hey katana replica expect avail us end june best regard elven forest,0.98914284,0.004017239
E1001666,Hermine,Brauch Tipps ,Not so great in my opinion. Will James Potter be back soon?,4.0,1,"Hello Hermine,
yes, the wand should be coming back to us soon. Probably mid to late March.
Best wishes from the Elvenwood. :)",2021-03-01 21:11:53,user,great opinion jame potter back soon,hello hermin ye wand come back us soon probabl mid late march best wish elvenwood,great opinion jame potter back soon hello hermin ye wand come back us soon probabl mid late march best wish elvenwood,0.92046,0.076872624
E1000643,R:A.B.,Cooool,"I think I'll get that one... But one question... does the wood on the handle look realistic or more like plastic?? 

Thank you 

R.A.B.",5.0,1,"Hey R:A.B.,
that's very subjective. So in the second product image, you can best see the handle as it actually appears in real life. Personally, I think it looks good.
Best regards from the Elbenwald. :)",2021-03-02 08:39:27,user,think ill get one one question wood handl look realist like plastic thank rab,hey rab that subject second product imag best see handl actual appear real life person think look good best regard elbenwald,think ill get one one question wood handl look realist like plastic thank rab hey rab that subject second product imag best see handl actual appear real life person think look good best regard elbenwald,0.96888804,0.02726243
E1001342,Samwise Gamgee,Frage ,"I would like to order the leaf rosette, hence the question of when it can be ordered again.",5.0,1,"Hey Samwise Gamgee,
the leaf brooch should be available again with us from mid/late April.
Best wishes from the Elvenwood. :)",2021-03-02 08:58:00,user,would like order leaf rosett henc question order,hey samwis gamge leaf brooch avail us midlat april best wish elvenwood,would like order leaf rosett henc question order hey samwis gamge leaf brooch avail us midlat april best wish elvenwood,0.99431694,0.0069674943
E1052207,Benjamin,Geiles Motiv. Print leider schlecht,"The motif is the hammer. Insiders are standard on the shirts, after all.

But unfortunately, also with me. The print is coming off piece by piece with proper gentle washing. Now I have a nearly uniform gray shirt. The same thing is happening with another Star Wars shirt from you.",2.0,1,"Hey Benjamin,
that's really a shame and it shouldn't be like this. If a product is defective, you can certainly write a message to our <a href=""https://www.elbenwald.de/Kontaktformular"">customer support</a> and then we'll see together what we can do. There will certainly be a solution.
Best regards from Elbenwald. :)",2021-03-02 13:37:46,user,motif hammer insid standard shirt unfortun also print come piec piec proper gentl wash nearli uniform gray shirt thing happen anoth star war shirt,hey benjamin that realli shame shouldnt like product defect certainli write messag hrefhttpswwwelbenwalddekontaktformularcustom supporta well see togeth certainli solut best regard elbenwald,motif hammer insid standard shirt unfortun also print come piec piec proper gentl wash nearli uniform gray shirt thing happen anoth star war shirt hey benjamin that realli shame shouldnt like product defect certainli write messag hrefhttpswwwelbenwalddekontaktformularcustom supporta well see togeth certainli solut best regard elbenwald,0.91696966,0.042155087
E1037561,Jasmin,Verfügbarkeit?,I would like to know when the dragon can be ordered again?,5.0,1,"Hey Jasmin,
the smoking figure should be available again with us from mid/end of May.
Best regards from the Elbenwald. :)",2021-03-02 18:05:30,user,would like know dragon order,hey jasmin smoke figur avail us midend may best regard elbenwald,would like know dragon order hey jasmin smoke figur avail us midend may best regard elbenwald,0.9969935,0.0060438146
E1056158,Hermine,Schwarzdorn ,"A bit too heavy but otherwise he's good. When will there be more wands from the Character Edition again? 
Best regards, Hermione",4.0,1,"Hey Hermione,
the wands arrive at our place via the owl post at very different times. If the package is heavier, the owl sometimes needs a little longer. It's best to check from time to time to see if the owls have already made it to our warehouse.
Best wishes from the Elvenwood. :)",2021-03-02 19:13:59,user,bit heavi otherwis he good wand charact edit best regard hermion,hey hermion wand arriv place via owl post differ time packag heavier owl sometim need littl longer best check time time see owl alreadi made warehous best wish elvenwood,bit heavi otherwis he good wand charact edit best regard hermion hey hermion wand arriv place via owl post differ time packag heavier owl sometim need littl longer best check time time see owl alreadi made warehous best wish elvenwood,0.96713996,0.019651217
E1000642,Luana ,Eine Frage,"I don't have it and I'm considering whether I should wish for it.
Is it real gold or just colored?
I love the Elbenwald app just like your products!",5.0,1,"Hey Luana,
the chain is not made of pure gold, but is coated with a 24-carat gold layer. The inner material consists of a zinc alloy and is nickel-free.
Best wishes from the Elven Forest. :)",2021-03-03 08:45:59,user,dont im consid whether wish real gold color love elbenwald app like product,hey luana chain made pure gold coat carat gold layer inner materi consist zinc alloy nickelfre best wish elven forest,dont im consid whether wish real gold color love elbenwald app like product hey luana chain made pure gold coat carat gold layer inner materi consist zinc alloy nickelfre best wish elven forest,0.978682,0.013881631
E1062742,Malfoy,Frage,"I don't have it and would like to know if it's made of glass? Or plastic? Best regards, Mrs. Malfoy.",5.0,1,"Hello Malfoy,
the cup as well as the spoon are made of ceramic.
Best wishes from the Elvenwood. :)",2021-03-03 08:50:06,user,dont would like know made glass plastic best regard mr malfoy,hello malfoy cup well spoon made ceram best wish elvenwood,dont would like know made glass plastic best regard mr malfoy hello malfoy cup well spoon made ceram best wish elvenwood,0.9918873,0.006835896
E1007078,Hanna,Wann ist das Set ENDLICH wieder erhältlich?????,"I have a birthday on April 2nd and I really, really want this set!
When will it be available again??????!!!!!!!!!",5.0,1,"Hello Hanna,
unfortunately, it won't arrive with us by your birthday. It will still take a little while.
Best wishes from the Elbenwald. :)",2021-03-03 11:10:12,user,birthday april nd realli realli want set avail,hello hanna unfortun wont arriv us birthday still take littl best wish elbenwald,birthday april nd realli realli want set avail hello hanna unfortun wont arriv us birthday still take littl best wish elbenwald,0.94322157,0.078522965
E1055565,Hanna,Welcher Zauberstab gehört wem??? ,"I recognize the wands of Dumbledore and Newt Scamander, but not of the others.
Is there anything helpful in the set?",5.0,1,"Hey Hanna,
Hey Hanna,
the wands belong to (from left to right) Leta Lestrange, Theseus Scamander, Gellert Grindelwald, Nicolas Flamel, and Newt Scamander.
Best wishes from the Elvenwood. :)",2021-03-03 11:19:33,user,recogn wand dumbledor newt scamand other anyth help set,hey hanna hey hanna wand belong left right leta lestrang theseu scamand gellert grindelwald nicola flamel newt scamand best wish elvenwood,recogn wand dumbledor newt scamand other anyth help set hey hanna hey hanna wand belong left right leta lestrang theseu scamand gellert grindelwald nicola flamel newt scamand best wish elvenwood,0.9913802,0.011669146
E1057186,Sandra,"Sehr schön,aber","I love it and only use it on certain occasions, unfortunately the gold lettering wears off.",5.0,1,"Hey Sandra,
that's really a shame and it shouldn't be like this. If a product is defective, you can definitely write a message to our <a href=""https://www.elbenwald.de/Kontaktformular"">customer support</a> and then we'll see together what we can do. There will certainly be a solution.
Best regards from Elbenwald. :)",2021-03-03 17:23:37,user,love use certain occas unfortun gold letter wear,hey sandra that realli shame shouldnt like product defect definit write messag hrefhttpswwwelbenwalddekontaktformularcustom supporta well see togeth certainli solut best regard elbenwald,love use certain occas unfortun gold letter wear hey sandra that realli shame shouldnt like product defect definit write messag hrefhttpswwwelbenwalddekontaktformularcustom supporta well see togeth certainli solut best regard elbenwald,0.92482275,0.03691291
E1062574,Jan,nette Idee ...,"The implementation for THAT price is absolute nonsense, the edge at the top is total garbage, something will always stay in the cup or ruin your clothes while drinking. The workmanship (see the seams that are even visible in the photo) is more like carelessly produced. All in all, at most a pretty flower pot, but no one buys a flower pot for 15 € + shipping!!! The only 2 previous reviews speak for themselves, and also that the reviews are released before being published... The idea is really nice, but the execution seems more careless and cheap.",1.0,1,"Hello Jan,

if you are not satisfied with the cup, you are welcome to contact our <a href=""https://www.elbenwald.de/Kontaktformular"">customer support</a>. Together, we will surely find a solution.

Regarding the pictures, I'm afraid I don't understand what you mean, because I absolutely cannot see any ""stitches"" anywhere, as the cup is made of ceramic and not of craft material.

Regarding the activation... we do this to answer potential customer questions, provide help tips, but also to receive criticism and then inform customers that they can always use our customer support if they are not 100% satisfied.

Best regards from Elbenwald. :)",2021-03-03 18:23:09,user,implement price absolut nonsens edg top total garbag someth alway stay cup ruin cloth drink workmanship see seam even visibl photo like carelessli produc pretti flower pot one buy flower pot ship previou review speak also review releas publish idea realli nice execut seem careless cheap,hello jan satisfi cup welcom contact hrefhttpswwwelbenwalddekontaktformularcustom supporta togeth sure find solut regard pictur im afraid dont understand mean absolut cannot see stitch anywher cup made ceram craft materi regard activ answer potenti custom question provid help tip also receiv critic inform custom alway use custom support satisfi best regard elbenwald,implement price absolut nonsens edg top total garbag someth alway stay cup ruin cloth drink workmanship see seam even visibl photo like carelessli produc pretti flower pot one buy flower pot ship previou review speak also review releas publish idea realli nice execut seem careless cheap hello jan satisfi cup welcom contact hrefhttpswwwelbenwalddekontaktformularcustom supporta togeth sure find solut regard pictur im afraid dont understand mean absolut cannot see stitch anywher cup made ceram craft materi regard activ answer potenti custom question provid help tip also receiv critic inform custom alway use custom support satisfi best regard elbenwald,0.8771138,0.09821969
E1023107,22,Frage,when will the opener be available again?,5.0,1,"Hey 22,
the earliest would be in May. But nothing is set in stone yet.
Best wishes from the Elbenwald. :)",2021-03-03 19:57:34,user,open avail,hey earliest would may noth set stone yet best wish elbenwald,open avail hey earliest would may noth set stone yet best wish elbenwald,0.9780369,0.04435134
E1047150,Mxrie Black,Frage,"I ordered this jacket in January of this year, and it arrived undamaged, but a week later, the third button from the bottom fell off. It can no longer be attached. Now I would like to ask if it might be possible to receive a replacement button or if it can be purchased somewhere separately? I actually went to all the tailors in my area, and none of them had such a button.",5.0,1,"Hey Marie Black,
that's really unfortunate and it shouldn't be like this. If a product is defective, you can certainly write to our <a href=""https://www.elbenwald.de/Kontaktformular"">customer support</a> and then we'll see together what we can do. There will certainly be a solution.
Best regards from Elbenwald. :)",2021-03-03 20:29:41,user,order jacket januari year arriv undamag week later third button bottom fell longer attach would like ask might possibl receiv replac button purchas somewher separ actual went tailor area none button,hey mari black that realli unfortun shouldnt like product defect certainli write hrefhttpswwwelbenwalddekontaktformularcustom supporta well see togeth certainli solut best regard elbenwald,order jacket januari year arriv undamag week later third button bottom fell longer attach would like ask might possibl receiv replac button purchas somewher separ actual went tailor area none button hey mari black that realli unfortun shouldnt like product defect certainli write hrefhttpswwwelbenwalddekontaktformularcustom supporta well see togeth certainli solut best regard elbenwald,0.8945338,0.05272161
E1050286,Narcissa Malfoy ,Frage zur Größe ,"I am 160 cm tall, what size would be the right one?
  Best regards!",5.0,1,"Hello Narcissa Malfoy,
it's really hard to judge from a distance because I don't know how you're built. Experience tells me that women's shirts tend to run very small. In terms of length, I would lean towards a size S to M. It's best to order two sizes so you can see which one you feel more comfortable in. :) Best wishes from the Elven Forest. :)",2021-03-03 21:47:15,user,cm tall size would right one best regard,hello narcissa malfoy realli hard judg distanc dont know your built experi tell women shirt tend run small term length would lean toward size best order two size see one feel comfort best wish elven forest,cm tall size would right one best regard hello narcissa malfoy realli hard judg distanc dont know your built experi tell women shirt tend run small term length would lean toward size best order two size see one feel comfort best wish elven forest,0.97471917,0.018592427
E1047138,Lilly,Frage,"Hello dear Elbenwald team,
I wanted to ask if size M might fit a person who is 1.72 meters tall?",5.0,1,"Hello Lilly,
it's always difficult to judge from a distance. However, another customer writes that she normally wears a 38, sometimes a 40, and the M size fit her perfectly. Maybe this helps you a bit.
Best wishes from the Elbenwald. :)",2021-03-04 09:18:29,user,hello dear elbenwald team want ask size might fit person meter tall,hello lilli alway difficult judg distanc howev anoth custom write normal wear sometim size fit perfectli mayb help bit best wish elbenwald,hello dear elbenwald team want ask size might fit person meter tall hello lilli alway difficult judg distanc howev anoth custom write normal wear sometim size fit perfectli mayb help bit best wish elbenwald,0.9896069,0.055898096
E1060146,Hanna,KOSTET DER VERSAND ETWAS ?????????????,"I want to give it to my girlfriend for her birthday, but I'm afraid that shipping might cost something. It doesn't say anywhere exactly. I look forward to a reply!
Best regards, Hanna",5.0,1,"Hey Hanna,
if your order is under 20 euros, shipping costs of 3.90 euros will apply. From 20 euros, shipping is then free. Most of the information can be found at the bottom of our page. Shipping costs, for example, under the ""Shop Service"" category.
Best wishes from the Elbenwald. :)",2021-03-04 17:29:08,user,want give girlfriend birthday im afraid ship might cost someth doesnt say anywher exactli look forward repli best regard hanna,hey hanna order euro ship cost euro appli euro ship free inform found bottom page ship cost exampl shop servic categori best wish elbenwald,want give girlfriend birthday im afraid ship might cost someth doesnt say anywher exactli look forward repli best regard hanna hey hanna order euro ship cost euro appli euro ship free inform found bottom page ship cost exampl shop servic categori best wish elbenwald,0.9706438,0.014327333
E1022603, Jan S.,Einfach nur WOOOOOW.....,"I had already expected a really cool sword from the reviews. But I have to say, when you hold it in your hand and see the details, it's awesome! It's valuable and beautiful. I can only recommend it to everyone.

Dear employees of the Elven Forest,
I sincerely wish you all the best so that you can get through this crisis in some way.
I'm trying to do my part and just bought a sword :D I'm already looking forward to when the shops open again and I can wander through your forest.
Keep your ears perked up, we believe in you!

So where do I find the Orcs here! I need to try out a sword!!!",5.0,1,"Hey Jan S.,
we are very happy that you are so in love with your sword. Thank you also for the kind words. :)
See you soon and best wishes from the Elvenwood. :)",2021-03-04 19:26:30,user,alreadi expect realli cool sword review say hold hand see detail awesom valuabl beauti recommend everyon dear employe elven forest sincer wish best get crisi way im tri part bought sword im alreadi look forward shop open wander forest keep ear perk believ find orc need tri sword,hey jan happi love sword thank also kind word see soon best wish elvenwood,alreadi expect realli cool sword review say hold hand see detail awesom valuabl beauti recommend everyon dear employe elven forest sincer wish best get crisi way im tri part bought sword im alreadi look forward shop open wander forest keep ear perk believ find orc need tri sword hey jan happi love sword thank also kind word see soon best wish elvenwood,0.9838413,0.024729123
E1016155,Hermine,Glänzt voll,"I'm considering buying him, but it looks like he's covered in grease because he's so shiny. Otherwise, he's really beautiful.
Best regards, Hermine",4.0,1,"Hey Hermione,
the appearance resembles polished wood. In reality, it definitely doesn't look greasy. You can go ahead and order it and see at home if you like it or if it's too shiny for you. Of course, there was a lot of studio lighting in the pictures. At home, it probably won't shine so extremely.
Best wishes from the Elven Forest. :)",2021-03-04 19:45:38,user,im consid buy look like he cover greas he shini otherwis he realli beauti best regard hermin,hey hermion appear resembl polish wood realiti definit doesnt look greasi go ahead order see home like shini cours lot studio light pictur home probabl wont shine extrem best wish elven forest,im consid buy look like he cover greas he shini otherwis he realli beauti best regard hermin hey hermion appear resembl polish wood realiti definit doesnt look greasi go ahead order see home like shini cours lot studio light pictur home probabl wont shine extrem best wish elven forest,0.9721815,0.0062162965
E1016513,Hermine,Erinnert mich an Harrys Zauberstab,"Hi, the rod is nice, but it resembles Harry's mold.",5.0,1,"Hey Hermione,
There are definitely similarities, but when you put them side by side, they are again two completely different wands. :D The curved design is of course very distinctive.
Best wishes from the Elven Forest. :)",2021-03-04 19:48:42,user,hi rod nice resembl harri mold,hey hermion definit similar put side side two complet differ wand curv design cours distinct best wish elven forest,hi rod nice resembl harri mold hey hermion definit similar put side side two complet differ wand curv design cours distinct best wish elven forest,0.9742147,0.008154037
E1022407,Luis,Danke,"For your quick response, one more question: Could it possibly come back into the shop? I would have great interest in it.",5.0,1,"Hey Luis,
the lightsaber won't be coming to the shop for now. Of course, I don't know how it will look in a few months, but I believe it won't be coming in at all.
Best regards from the Elvenwood. :)",2021-03-05 07:37:47,user,quick respons one question could possibl come back shop would great interest,hey lui lightsab wont come shop cours dont know look month believ wont come best regard elvenwood,quick respons one question could possibl come back shop would great interest hey lui lightsab wont come shop cours dont know look month believ wont come best regard elvenwood,0.9823312,0.034399267
